初始化类别中心1:
488	8	1.64	
类别1:
monton	110	2	1.82	
fixed	108	2	1.85	
26cm	109	2	1.83	
顺丰	107	1	0.93	
酥脆	108	1	0.93	
透气鞋	110	1	0.91	
送女朋友	109	1	0.92	
车仆	109	1	0.92	
负重	108	1	0.93	
衣柜门	108	1	0.93	
莎娜	110	1	0.91	
脚膜	107	1	0.93	
脚套	109	1	0.92	
粉水晶	109	1	0.92	
禅修服	110	1	0.91	
砗磲	109	1	0.92	
电脑椅	109	1	0.92	
电容麦	107	1	0.93	
琪安特	108	1	0.93	
烫伤	108	1	0.93	
淘气堡	107	1	0.93	
波波头	109	1	0.92	
水枪头	107	1	0.93	
替换	109	1	0.92	
曼伯斯	108	1	0.93	
无线网卡	108	1	0.93	
手腕	109	1	0.92	
悦风	108	1	0.93	
床前	108	1	0.93	
幻响	109	1	0.92	
年冬季	108	1	0.93	
小外搭	108	1	0.93	
小兔	108	1	0.93	
字型	110	1	0.91	
天然植物	108	1	0.93	
呢绒裙	109	1	0.92	
合身	110	1	0.91	
压花器	109	1	0.92	
升降椅	110	1	0.91	
医学	108	1	0.93	
劲爽	108	1	0.93	
剃发	107	1	0.93	
冻石	110	1	0.91	
兄弟牌	107	1	0.93	
侧边	109	1	0.92	
以诺	110	1	0.91	
亲子帽	108	1	0.93	
中秋节	107	1	0.93	
三金	109	1	0.92	
pony	107	1	0.93	
nx1000	108	1	0.93	
mf190	110	1	0.91	
hera	108	1	0.93	
d级	108	1	0.93	
3折	109	1	0.92	
3号	107	1	0.93	
初始化类别中心52:
371	12	3.23	
类别52:
胡须刀	360	19	5.28	
小叶紫檀	366	16	4.37	
tr150	365	16	4.38	
乳房	365	15	4.11	
小木马	364	13	3.57	
好奇	364	13	3.57	
酷睿	371	12	3.23	
胶囊	368	12	3.26	
抱毯	372	11	2.96	
手臂	372	11	2.96	
妈咪	372	11	2.96	
洋气	374	10	2.67	
易简	373	9	2.41	
房间	374	9	2.41	
原瓶	371	9	2.43	
西餐	371	8	2.16	
称重	369	8	2.17	
初始化类别中心53:
375	4	1.07	
类别53:
防震	381	9	2.36	
专用汽车	380	9	2.37	
粽子	377	8	2.12	
束身裤	380	8	2.11	
基础	375	8	2.13	
双刀头	379	8	2.11	
调理	377	6	1.59	
花鼓	379	6	1.58	
杏仁粉	372	6	1.61	
收腹	378	6	1.59	
手拍鼓	372	6	1.61	
蒸发	380	5	1.32	
绅士	377	5	1.33	
白里透红	377	5	1.33	
泳装	374	5	1.34	
服务员	376	5	1.33	
强光手电筒	378	5	1.32	
座圈	380	5	1.32	
七度空间	372	5	1.34	
72lw	377	5	1.33	
美乐蒂	372	4	1.08	
碳化	378	4	1.06	
瞌睡熊	375	4	1.07	
爱的	374	4	1.07	
安奈儿	380	4	1.05	
女长	374	4	1.07	
凤凰	376	4	1.06	
中国电信	374	4	1.07	
bestbao	371	4	1.08	
箱贴	379	3	0.79	
章鱼	377	3	0.8	
品茗杯	376	3	0.8	
卡片	375	3	0.8	
包头巾	374	3	0.8	
java	376	3	0.8	
长礼服	374	2	0.53	
眉笔	376	2	0.53	
相机包	377	2	0.53	
时刻美	377	2	0.53	
女大童	377	2	0.53	
双枪	372	2	0.54	
依素芳典	375	2	0.53	
byther	374	2	0.53	
高洁丝	375	1	0.27	
雷士	376	1	0.27	
金羚	374	1	0.27	
赛领	379	1	0.26	
蚊帐	374	1	0.27	
白巧克力	379	1	0.26	
男袜	379	1	0.26	
棉拖鞋	376	1	0.27	
杰诗	373	1	0.27	
张小泉	377	1	0.27	
太阳花	371	1	0.27	
古着	378	1	0.26	
保罗	373	1	0.27	
三莎	375	1	0.27	
tr200	376	1	0.27	
初始化类别中心54:
9	3	33.33	
类别54:
喂奶裙	24	13	54.17	
30分钟	17	11	64.71	
10双	21	11	52.38	
腰椎间盘	15	9	60	
春夏装	20	9	45	
带烘干	23	8	34.78	
5条装	24	8	33.33	
邮费	17	7	41.18	
坐便圈	21	7	33.33	
风批	10	6	60	
陶瓷头	24	6	25	
防护网	13	6	46.15	
长辈	12	6	50	
练字板	23	6	26.09	
礼品剑	24	6	25	
短袖t	13	6	46.15	
男腰带	10	6	60	
泡茶杯	20	6	30	
懒人椅	17	6	35.29	
妞宝	13	6	46.15	
habitrol	12	6	50	
free5.0	10	6	60	
5301	11	6	54.55	
50cm	22	6	27.27	
腰腿疼	21	5	23.81	
紫外线	21	5	23.81	
灭菌型	9	5	55.56	
混色	21	5	23.81	
混合装	9	5	55.56	
沙发几	19	5	26.32	
揭面盔	15	5	33.33	
嫩粉色	8	5	62.5	
侧门贴	10	5	50	
万能转换	15	5	33.33	
mikasa	12	5	41.67	
7座	20	5	25	
金粉匠	7	4	57.14	
野餐包	9	4	44.44	
衬裙	11	4	36.36	
药房	9	4	44.44	
荒原	11	4	36.36	
色系	13	4	30.77	
秘书	13	4	30.77	
福禧	14	4	28.57	
直轨	10	4	40	
爱丽	13	4	30.77	
漫画书	10	4	40	
淋浴房	13	4	30.77	
涡轮增压	9	4	44.44	
浮板	16	4	25	
注射	16	4	25	
歌词	17	4	23.53	
心田	8	4	50	
布莱克	12	4	33.33	
夹角	17	4	23.53	
大张	10	4	40	
地板吸	6	4	66.67	
化妆台	16	4	25	
剥玉米	17	4	23.53	
凯迪	7	4	57.14	
以马内利	17	4	23.53	
丝网花	17	4	23.53	
龙啼	6	3	50	
高雅	6	3	50	
驭风	6	3	50	
雪纱带	6	3	50	
防刺穿	7	3	42.86	
铁盘	8	3	37.5	
连身裙	6	3	50	
近景魔术	10	3	30	
转角柜	7	3	42.86	
贡牌	7	3	42.86	
表演刀	10	3	30	
科海	6	3	50	
福晋	10	3	30	
福慧	7	3	42.86	
磁性贴	7	3	42.86	
真露	7	3	42.86	
生长因子	11	3	27.27	
玻璃壶	11	3	27.27	
狗厕所	9	3	33.33	
波扒	7	3	42.86	
汗布	8	3	37.5	
水性漆	11	3	27.27	
正反	9	3	33.33	
欧罗雅	9	3	33.33	
木鱼	10	3	30	
明尖	8	3	37.5	
支气管炎	11	3	27.27	
拷边机	10	3	30	
护齿	11	3	27.27	
打价机	8	3	37.5	
我愿意	8	3	37.5	
影院	9	3	33.33	
开合	8	3	37.5	
年画	11	3	27.27	
家用型	6	3	50	
【实体	9	3	33.33	
太极刀	6	3	50	
喷涂	10	3	30	
喷彩	9	3	33.33	
可订做	5	3	60	
可缝	8	3	37.5	
决明子茶	5	3	60	
串珠书	10	3	30	
yt3388	8	3	37.5	
promise	6	3	50	
5只装	7	3	42.86	
高山茶	5	2	40	
飞机枕	5	2	40	
鞍革	5	2	40	
青柠	6	2	33.33	
配框	4	2	50	
遮臀	5	2	40	
载重王	5	2	40	
转换插座	5	2	40	
足球门	6	2	33.33	
调料罐	4	2	50	
西瓜碧玺	6	2	33.33	
衣贴	6	2	33.33	
蓝山咖啡	5	2	40	
荷叶摆	5	2	40	
苏荷	6	2	33.33	
芋头味	6	2	33.33	
自慰棒	6	2	33.33	
胸包	4	2	50	
老药师	5	2	40	
美耐皿	4	2	50	
罗伯特	6	2	33.33	
糖尿病人	6	2	33.33	
简彩	5	2	40	
种子	4	2	50	
牛虎	5	2	40	
爱琴海	4	2	50	
照片打印机	4	2	50	
焊台	5	2	40	
炸粉	6	2	33.33	
滑翔机	6	2	33.33	
润发素	4	2	50	
洛莉塔	6	2	33.33	
波特	4	2	50	
民用对讲机	6	2	33.33	
毽球	5	2	40	
椰茸	4	2	50	
杀菌消毒	5	2	40	
有指	6	2	33.33	
时尚款	6	2	33.33	
旗帜	6	2	33.33	
擦窗器	4	2	50	
手玩	6	2	33.33	
成人高考	5	2	40	
懒洋洋	4	2	50	
开业庆典	5	2	40	
带杆	6	2	33.33	
小飞鹰	5	2	40	
宝宝画	4	2	50	
安全罩	6	2	33.33	
娃娃裙	4	2	50	
天花灯	6	2	33.33	
复古色	4	2	50	
塞风壶	5	2	40	
塞巴斯	4	2	50	
围兜	6	2	33.33	
司法考试	6	2	33.33	
双肩背	5	2	40	
双皮奶	5	2	40	
单轨	5	2	40	
半赌石	6	2	33.33	
化妆箱	6	2	33.33	
包回收	4	2	50	
佩吉	5	2	40	
一生一世	5	2	40	
w699	5	2	40	
planj	6	2	33.33	
mp17	4	2	50	
l60006	4	2	50	
je128	6	2	33.33	
9150	5	2	40	
802t	6	2	33.33	
2钻	5	2	40	
2157	5	2	40	
12v20ah	5	2	40	
麻将	3	1	33.33	
鸡眼贴	2	1	50	
鬼故事	3	1	33.33	
高隔间	2	1	50	
高隔墙	3	1	33.33	
高斯计	3	1	33.33	
项绳	3	1	33.33	
顶布	2	1	50	
音响架	2	1	50	
音乐丝带	3	1	33.33	
靠垫芯	2	1	50	
非典	2	1	50	
雪獒	3	1	33.33	
雕花刀	2	1	50	
阴影刷	2	1	50	
防护乳	2	1	50	
防堵	2	1	50	
门槛石	3	1	33.33	
锁骨骨折	3	1	33.33	
铜香炉	2	1	50	
重汽	3	1	33.33	
重剑	3	1	33.33	
道具伞	3	1	33.33	
近光	3	1	33.33	
过膝靴	2	1	50	
车王	2	1	50	
跳跳乐	3	1	33.33	
跳楼价	2	1	50	
足本	2	1	50	
起钉锤	3	1	33.33	
课外阅读	3	1	33.33	
衣服钩	3	1	33.33	
虾饵	3	1	33.33	
虎皮鹦鹉	3	1	33.33	
藤制品	2	1	50	
蓬盛	2	1	50	
蓝带	2	1	50	
营养棒	3	1	33.33	
营养品	3	1	33.33	
草稿本	2	1	50	
茶杯托	2	1	50	
自然型	2	1	50	
胶针	2	1	50	
耳骨链	2	1	50	
耐咬球	2	1	50	
老人用	3	1	33.33	
翠花	2	1	50	
翘臀垫	2	1	50	
网易	2	1	50	
缎纹	3	1	33.33	
细头箍	2	1	50	
红黄黑	2	1	50	
紫色菩提	3	1	33.33	
素牛肉	3	1	33.33	
篷布	3	1	33.33	
窥阴器	3	1	33.33	
科教	2	1	50	
磅秤	2	1	50	
眼线	3	1	33.33	
监控摄像机	3	1	33.33	
的士	2	1	50	
痘印消	3	1	33.33	
疲惫	2	1	50	
男式鞋	2	1	50	
瑞士科技	3	1	33.33	
爱丽舍宫	2	1	50	
热水瓶	3	1	33.33	
点歌系统	3	1	33.33	
火腿肠	3	1	33.33	
清毛孔	2	1	50	
浸胶	3	1	33.33	
活页夹	2	1	50	
泡面	3	1	33.33	
泡菜罐	3	1	33.33	
泡脚包	3	1	33.33	
水貂皮	3	1	33.33	
水妖精	3	1	33.33	
水墨画	3	1	33.33	
毫棒	2	1	50	
每卷	3	1	33.33	
武士刀	3	1	33.33	
橱柜灯	3	1	33.33	
楼道灯	2	1	50	
树墩	3	1	33.33	
柴静	2	1	50	
柱型	2	1	50	
板钩	3	1	33.33	
木线	2	1	50	
木床	3	1	33.33	
月子鞋	3	1	33.33	
早餐机	2	1	50	
旧货	2	1	50	
旅行帽	3	1	33.33	
新款t恤	2	1	50	
整体浴室	3	1	33.33	
敲胆经	2	1	50	
数独棋	2	1	50	
数字键盘	2	1	50	
改变自己	2	1	50	
收发器	2	1	50	
掐丝珐琅	2	1	50	
按键纸	3	1	33.33	
按动式	3	1	33.33	
指数	2	1	50	
扭纹	3	1	33.33	
打蛋桶	2	1	50	
打码器	3	1	33.33	
打洞机	3	1	33.33	
户外椅	3	1	33.33	
戴拿奥特曼	3	1	33.33	
惨叫	2	1	50	
惊险	3	1	33.33	
情侣号	3	1	33.33	
恒温箱	3	1	33.33	
性趣用品	3	1	33.33	
德化	2	1	50	
微延时	2	1	50	
彩色内页	3	1	33.33	
开叉裙	3	1	33.33	
广告帽	3	1	33.33	
平跟鞋	2	1	50	
带搭扣	2	1	50	
嵌入	2	1	50	
小樱	2	1	50	
小木盒	2	1	50	
小型车	2	1	50	
封印	2	1	50	
密网	3	1	33.33	
宣传画	2	1	50	
客厅钟	3	1	33.33	
婴儿湿疹	2	1	50	
女警察	3	1	33.33	
太空舱	3	1	33.33	
大空间	3	1	33.33	
大白熊	2	1	50	
大头妹	2	1	50	
多用垫	3	1	33.33	
夏娃的诱惑	2	1	50	
增值税	3	1	33.33	
塑腿袜	3	1	33.33	
垫毯	2	1	50	
围巾熊	3	1	33.33	
四特酒	3	1	33.33	
唐老鸭	3	1	33.33	
周易	3	1	33.33	
同性恋	2	1	50	
吉娃娃犬	3	1	33.33	
台湾建窑	2	1	50	
可熨烫	2	1	50	
古巴藤	3	1	33.33	
发电机组	2	1	50	
卷弦器	3	1	33.33	
卡洛	2	1	50	
加绒毛	3	1	33.33	
分割刀	3	1	33.33	
出气	2	1	50	
凌采露华	3	1	33.33	
冷兵器	2	1	50	
公主冠	2	1	50	
光伏发电	3	1	33.33	
停电宝	2	1	50	
倒霉熊	3	1	33.33	
修颜乳	2	1	50	
便携音响	2	1	50	
侦缉	3	1	33.33	
仪表灯	2	1	50	
亮珠	2	1	50	
九宫格	2	1	50	
乖乖猫	2	1	50	
主唱	3	1	33.33	
中国名牌	2	1	50	
三维立体画	2	1	50	
x220t	3	1	33.33	
wow30	2	1	50	
tortoise	3	1	33.33	
tdp神灯	2	1	50	
tb02	2	1	50	
syl281	3	1	33.33	
sjsj	3	1	33.33	
rscf	3	1	33.33	
q23237	2	1	50	
px135	2	1	50	
p104	3	1	33.33	
ml574uc	2	1	50	
massimo	2	1	50	
maimeri	3	1	33.33	
laura	3	1	33.33	
l5766	2	1	50	
l523	2	1	50	
l522	3	1	33.33	
kinder	3	1	33.33	
gyxtw	3	1	33.33	
genifique	3	1	33.33	
cr1616	2	1	50	
charmy	2	1	50	
burbery	2	1	50	
backup	2	1	50	
artka	3	1	33.33	
archon	3	1	33.33	
alexa	2	1	50	
918g	3	1	33.33	
7层	3	1	33.33	
59251	2	1	50	
5100p	3	1	33.33	
4年	2	1	50	
4050x	2	1	50	
2档	3	1	33.33	
21wb1	3	1	33.33	
初始化类别中心55:
19	1	5.26	
类别55:
菱珠	21	3	14.29	
置地式	21	3	14.29	
电粥锅	21	3	14.29	
温度	21	3	14.29	
梅兰竹菊	21	3	14.29	
夹片	21	3	14.29	
后盖壳	21	3	14.29	
bb煲	21	3	14.29	
香薰蜡烛	20	2	10	
阶段	20	2	10	
赤焰	20	2	10	
财神爷	20	2	10	
计划	20	2	10	
药膏	20	2	10	
绣框	20	2	10	
父子	20	2	10	
汇福	20	2	10	
棉胎	20	2	10	
木衣柜	20	2	10	
挖球器	20	2	10	
抽脂	20	2	10	
打包绳	20	2	10	
平跑	20	2	10	
存钱	20	2	10	
夜骑	20	2	10	
国家	20	2	10	
叫叫椅	20	2	10	
双打	20	2	10	
全固态	20	2	10	
三组	20	2	10	
s5830i	20	2	10	
黄鳝笼	18	1	5.56	
餐吊	19	1	5.26	
风范	18	1	5.56	
风晴雪	19	1	5.26	
风口	19	1	5.26	
面膜霜	18	1	5.56	
防踢	19	1	5.26	
长高	18	1	5.56	
键鼠套装	19	1	5.26	
链接	19	1	5.26	
铲车	18	1	5.56	
钩子	19	1	5.26	
钟爱一生	19	1	5.26	
金霸王	19	1	5.26	
金钻石	19	1	5.26	
转基因	18	1	5.56	
车载冰箱	18	1	5.56	
踏步器	18	1	5.56	
趴赛	19	1	5.26	
走毯	19	1	5.26	
诱鱼剂	19	1	5.26	
询价	18	1	5.56	
西装裤	19	1	5.26	
螺口	19	1	5.26	
蜡烛灯	18	1	5.56	
花生酥	19	1	5.26	
自然卷	19	1	5.26	
腰枕	18	1	5.56	
老城隍庙	19	1	5.26	
美居雅	18	1	5.56	
美容夹	18	1	5.56	
美声	19	1	5.26	
网络摄像机	19	1	5.26	
缝隙	19	1	5.26	
经典怀旧	19	1	5.26	
红点	18	1	5.56	
窈窕	19	1	5.26	
百草园	18	1	5.56	
电线	19	1	5.26	
球队	18	1	5.56	
球头	18	1	5.56	
玉绳	18	1	5.56	
玄关柜	18	1	5.56	
煎炉	18	1	5.56	
火焰纹	19	1	5.26	
激光雕刻	18	1	5.56	
淡纹	19	1	5.26	
浴足粉	18	1	5.56	
洗脸棉	19	1	5.26	
洗头帽	19	1	5.26	
汤料	18	1	5.56	
水果沙拉	19	1	5.26	
毛毛鞋	18	1	5.56	
欧立格	18	1	5.56	
橡塑	18	1	5.56	
模特架	19	1	5.26	
桃木剑	19	1	5.26	
标签打印机	18	1	5.56	
标准装	18	1	5.56	
柠檬黄	18	1	5.56	
松香	18	1	5.56	
杰卡斯	18	1	5.56	
月经不调	19	1	5.26	
普威	18	1	5.56	
星牌	19	1	5.26	
新凯越	18	1	5.56	
新书	19	1	5.26	
散热桌	19	1	5.26	
掌托	18	1	5.56	
换挡	18	1	5.56	
捕鼠器	19	1	5.26	
拯救者	18	1	5.56	
拘束	18	1	5.56	
抛光机	19	1	5.26	
打码机	19	1	5.26	
打标	19	1	5.26	
手腕套	19	1	5.26	
战术笔	19	1	5.26	
情侣碗	18	1	5.56	
总店	18	1	5.56	
心剑	19	1	5.26	
床包	19	1	5.26	
年历	19	1	5.26	
帝臣	19	1	5.26	
屁屁	18	1	5.56	
尿片	18	1	5.56	
小精灵	19	1	5.26	
小破孩	19	1	5.26	
室内门	18	1	5.56	
实景图	19	1	5.26	
定制t恤	19	1	5.26	
奶香味	19	1	5.26	
奖励贴	18	1	5.56	
头圈	19	1	5.26	
大剪刀	18	1	5.56	
塑料椅	19	1	5.26	
图钉板	18	1	5.56	
图样	18	1	5.56	
回力鞋	18	1	5.56	
哺乳裙	19	1	5.26	
吸管水杯	19	1	5.26	
叶藤	19	1	5.26	
原丝	18	1	5.56	
单衣	18	1	5.56	
动感单车	18	1	5.56	
功德林	18	1	5.56	
前减震	18	1	5.56	
关节贴	18	1	5.56	
傻瓜相机	18	1	5.56	
伴奏	18	1	5.56	
上冠	19	1	5.26	
xxxxxl	18	1	5.56	
traveler	18	1	5.56	
spf32	18	1	5.56	
pple	18	1	5.56	
mimibabi	18	1	5.56	
hx1620	18	1	5.56	
high2	18	1	5.56	
6年级	18	1	5.56	
323f	18	1	5.56	
2支装	18	1	5.56	
1dvd	18	1	5.56	
初始化类别中心56:
591	26	4.4	
类别56:
家养	603	38	6.3	
女性自慰	562	34	6.05	
捷安特	617	33	5.35	
雀斑	590	31	5.25	
自慰	598	29	4.85	
美容仪器	591	26	4.4	
混血	591	25	4.23	
显瘦衣	587	25	4.26	
手办	613	23	3.75	
女小胸	603	22	3.65	
重低音	581	21	3.61	
度假裙	573	21	3.66	
防下垂	609	20	3.28	
闺蜜装	574	20	3.48	
简约时尚	608	20	3.29	
孕美	612	19	3.1	
全遮光	581	19	3.27	
奶奶装	586	17	2.9	
大黄蜂	593	17	2.87	
喷雾	583	17	2.92	
单冷型	572	17	2.97	
美体	573	16	2.79	
米高	598	16	2.68	
韩国三星	573	14	2.44	
比基尼	607	14	2.31	
贝克汉姆	595	13	2.18	
快干	597	13	2.18	
帮宝适	612	13	2.12	
亮面	586	13	2.22	
舞台演出	579	12	2.07	
素材	575	12	2.09	
百褶裙	579	12	2.07	
潮帽	579	12	2.07	
春秋季	600	12	2	
少女时代	617	12	1.94	
清水套	593	11	1.85	
气垫	608	11	1.81	
星空	617	11	1.78	
强生婴儿	605	11	1.82	
平沿帽	598	11	1.84	
四层	579	11	1.9	
胖女孩	590	10	1.69	
真皮皮套	589	10	1.7	
小性感	606	10	1.65	
原汁机	580	10	1.72	
一桌	579	10	1.73	
首饰品	611	9	1.47	
防盗	616	9	1.46	
腕表	604	9	1.49	
美胸	590	9	1.53	
触摸	584	8	1.37	
真皮沙发	596	8	1.34	
淡香水	611	8	1.31	
毛巾毯	610	8	1.31	
四驱动	604	8	1.32	
后背	594	8	1.35	
三亚	613	8	1.31	
美洲狮	582	7	1.2	
碗碟	591	7	1.18	
水舞	606	7	1.16	
情人节	595	7	1.18	
床帘	601	7	1.16	
工艺	615	7	1.14	
小背心	585	7	1.2	
实体店	590	7	1.19	
宝宝帽	599	7	1.17	
不织布	592	7	1.18	
stokke	607	7	1.15	
鼻膜	602	6	1	
超细	585	6	1.03	
甜心	591	6	1.02	
椅子	598	6	1	
打火机	601	6	1	
夜间	615	6	0.98	
防蚊	595	5	0.84	
酷趣	588	5	0.85	
裤裙	588	5	0.85	
腰包	585	5	0.85	
润本	593	5	0.84	
洁面仪	600	5	0.83	
水漾	595	5	0.84	
工作服	580	5	0.86	
半裙	608	5	0.82	
劲霸	602	5	0.83	
75ml	605	5	0.83	
蛇纹	588	4	0.68	
素色	581	4	0.69	
珀莱雅	603	4	0.66	
澳路雪	580	4	0.69	
润唇膏	611	4	0.65	
泰版	600	4	0.67	
摇摆	594	4	0.67	
插花	615	4	0.65	
御食园	590	4	0.68	
床单	598	4	0.67	
喇叭袖	588	4	0.68	
博纳屋	590	4	0.68	
xperia	615	4	0.65	
makino	590	4	0.68	
飚王	593	3	0.51	
金鱼	590	3	0.51	
金太福	606	3	0.5	
表盘	595	3	0.5	
红绳	590	3	0.51	
海飞丝	583	3	0.51	
手剥	592	3	0.51	
宏香记	597	3	0.5	
入耳式耳机	611	3	0.49	
谷雨	609	2	0.33	
磁性	590	2	0.34	
棒棒娃	595	2	0.34	
大舌头	587	2	0.34	
化妆水	582	2	0.34	
动感	582	2	0.34	
养颜	603	2	0.33	
丽宝健	599	2	0.33	
x905	614	2	0.33	
etam	602	2	0.33	
dacco	593	2	0.34	
9100	582	2	0.34	
超级	583	1	0.17	
蓝猫	610	1	0.16	
绿点	592	1	0.17	
百天	596	1	0.17	
生日蛋糕	588	1	0.17	
密码	590	1	0.17	
威戈	597	1	0.17	
凉山	609	1	0.16	
初始化类别中心57:
1971	3	0.15	
类别57:
减肥	2127	84	3.95	
调情	2141	80	3.74	
牛仔	1824	71	3.89	
水钻壳	2128	69	3.24	
20寸	2145	61	2.84	
潮拖	2061	57	2.77	
明星款	1896	55	2.9	
呛口小辣椒	2114	55	2.6	
深层清洁	1812	54	2.98	
短发	1961	53	2.7	
爆款	2194	51	2.32	
贝亲	2012	50	2.49	
燃脂	2175	50	2.3	
浪漫满屋	1965	50	2.54	
保护套	2021	50	2.47	
香水	1897	48	2.53	
水润	1911	46	2.41	
另类	2112	46	2.18	
厂家直销	2203	45	2.04	
a货	2055	45	2.19	
成人用品	1939	44	2.27	
开衫	2125	44	2.07	
晚宴	2217	42	1.89	
恶魔果实	2092	42	2.01	
蘑菇街	2216	41	1.85	
紫罗兰	2143	40	1.87	
法式	2050	40	1.95	
排毒	2123	40	1.88	
一片式	2171	40	1.84	
外出	1944	39	2.01	
阳光姐妹	2104	38	1.81	
长卷发	1860	37	1.99	
经典款	1839	36	1.96	
男孩	1984	36	1.81	
摆件	2143	36	1.68	
男表	1948	35	1.8	
实拍	2139	35	1.64	
卡通壳	1867	35	1.87	
高筒	2057	34	1.65	
洗脸	2034	34	1.67	
平底鞋	2062	34	1.65	
可移除	2209	34	1.54	
春秋款	1928	32	1.66	
控油	2200	32	1.45	
装备	2175	29	1.33	
中老年人	1937	29	1.5	
藤编	2192	28	1.28	
洗澡	2152	28	1.3	
洁丽雅	1992	28	1.41	
保健	2225	28	1.26	
丁字裤	2034	28	1.38	
遥控	2006	27	1.35	
自动扣	1808	27	1.49	
精油	1997	27	1.35	
流行美	2151	27	1.26	
家庭	1906	27	1.42	
太阳能	1901	27	1.42	
万宝龙	1862	27	1.45	
过膝	2187	26	1.19	
纤长	2153	26	1.21	
双色	2190	26	1.19	
健身	2200	26	1.18	
食指	2211	25	1.13	
盒装	1980	25	1.26	
正港	1845	25	1.36	
杂物	2043	25	1.22	
天丝	2220	25	1.13	
美版	1976	24	1.21	
电视墙	1809	24	1.33	
joyoung	1999	24	1.2	
防辐射	2135	23	1.08	
跑步鞋	1878	23	1.22	
秋冬季	1988	23	1.16	
极品	1848	23	1.24	
妮维雅	2041	23	1.13	
多芬	2003	23	1.15	
兔子	2130	23	1.08	
齐刘海	2073	22	1.06	
豪华	1832	22	1.2	
斜刘海	2166	22	1.02	
可调节	2035	22	1.08	
内饰	1966	22	1.12	
转角	1964	21	1.07	
车内	2165	21	0.97	
独立	1914	21	1.1	
水晶手链	1847	21	1.14	
架子	2175	21	0.97	
整理	1936	21	1.08	
拼装	2228	21	0.94	
毛绒玩具	1826	20	1.1	
心形	1996	20	1	
多色	2003	20	1	
青春版	2040	19	0.93	
祛斑	1877	19	1.01	
学习	2008	19	0.95	
出口	2047	19	0.93	
减震	2079	19	0.91	
运动套装	1865	18	0.97	
爱心	1920	18	0.94	
漫步者	2075	18	0.87	
彼得潘	1850	18	0.97	
发饰品	1831	18	0.98	
睡裙	2142	17	0.79	
怡兰芬	1850	17	0.92	
强力	1817	17	0.94	
左右开	2080	17	0.82	
实木家具	2056	17	0.83	
太阳镜	2098	17	0.81	
一体	2099	17	0.81	
舒漫	1982	16	0.81	
紫色	2119	16	0.76	
眼部	2158	16	0.74	
用具	2147	16	0.75	
灯笼袖	1914	16	0.84	
抽绳	2073	16	0.77	
抽屉	1809	16	0.88	
得力	2075	16	0.77	
容声	2085	16	0.77	
好丽友	1889	16	0.85	
升派	2147	16	0.75	
骑行服	2194	15	0.68	
面膜贴	1823	15	0.82	
酷奇	1948	15	0.77	
表演	1865	15	0.8	
芬迪	1985	15	0.76	
按键贴	1898	15	0.79	
贵妃	2016	14	0.69	
薰衣草	1808	14	0.77	
腰带	1991	14	0.7	
美邦	2046	14	0.68	
温和	1868	14	0.75	
奥贝	1913	14	0.73	
古典	1927	14	0.73	
变色	2226	14	0.63	
发型	1859	14	0.75	
卓雅	2047	14	0.68	
仿古	1821	14	0.77	
丸美	1811	14	0.77	
雅培	1808	13	0.72	
耳饰	2049	13	0.63	
折扣	1986	13	0.65	
工具	1848	13	0.7	
宝丽来	1982	13	0.66	
威龙	2123	13	0.61	
丹姿	1842	13	0.71	
东芝	1891	13	0.69	
飘窗	2123	12	0.57	
金狐狸	1850	12	0.65	
运动裤	1986	12	0.6	
瘦腿	2003	12	0.6	
液体	2056	12	0.58	
泰迪熊	1846	12	0.65	
名字	1817	12	0.66	
十字绣	1986	12	0.6	
冬靴	1969	12	0.61	
swatch	2085	12	0.58	
olive	1954	12	0.61	
dell	2127	12	0.56	
驾车鞋	1825	11	0.6	
西装	2094	11	0.53	
蜘蛛侠	1882	11	0.58	
蒂凡尼	2040	11	0.54	
帕莎	1906	11	0.58	
婚庆	2135	11	0.52	
大力水手	1943	11	0.57	
乐高	2195	11	0.5	
万能	2016	11	0.55	
陶瓷	1806	10	0.55	
蓓尔	1862	10	0.54	
佰草集	1995	10	0.5	
乐美雅	1939	10	0.52	
snapback	1863	10	0.54	
谜尚	1984	9	0.45	
英发	2195	9	0.41	
肚皮舞	1833	9	0.49	
皮尔卡丹	1892	9	0.48	
梦娜	2178	9	0.41	
新世家族	2184	9	0.41	
奥克斯	2217	9	0.41	
健康	1805	9	0.5	
依曼丽	2225	9	0.4	
stayreal	2092	9	0.43	
芭比	1908	8	0.42	
笑巴喜	1809	8	0.44	
眼霜	2221	8	0.36	
漆皮	1926	8	0.42	
添香	2029	8	0.39	
润微	1836	8	0.44	
毛衣链	2064	8	0.39	
欧舒丹	2133	8	0.38	
乐儿宝	1907	8	0.42	
pororo	1944	8	0.41	
齐地	2152	7	0.33	
饼干	2225	7	0.31	
雅润	1810	7	0.39	
美好家	1839	7	0.38	
手套	2143	7	0.33	
定妆	1890	7	0.37	
号手	1845	7	0.38	
三菱	2224	7	0.31	
g2000	2003	7	0.35	
贝玲妃	2065	6	0.29	
富罗迷	1968	6	0.3	
onlykiss	1942	6	0.31	
购1	1816	5	0.28	
美赞臣	1948	5	0.26	
派克	1946	5	0.26	
杰士邦	1823	5	0.27	
哈尔斯	1852	5	0.27	
克洛伊	1946	5	0.26	
丹尼熊	1851	5	0.27	
chloe	2006	5	0.25	
美素	2019	4	0.2	
海太	1805	4	0.22	
希诺	2041	4	0.2	
